Name,Height,Reach,Stance,Weight,Opponent,No.,Result,Record,Type,"Round, time",Date,Location,Notes,Age,"Round(s), time"
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",Jeremy Bates,49,Win,39–8–2,TKO,"2 (12), 2:56","Aug 18, 2006","American Airlines Center, Dallas, Texas, U.S.",,"43 years, 303 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",Larry Donald,48,Loss,38–8–2,UD,12,"Nov 13, 2004","Madison Square Garden, New York City, New York, U.S.",For vacant NABC heavyweight title,"42 years, 25 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",James Toney,47,Loss,38–7–2,TKO,"9 (12), 1:42","Oct 4, 2003","Mandalay Bay Events Center, Paradise, Nevada, U.S.",,"40 years, 350 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",Chris Byrd,46,Loss,38–6–2,UD,12,"Dec 14, 2002","Boardwalk Hall, Atlantic City, New Jersey, U.S.",For vacant IBF heavyweight title,"40 years, 56 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",Hasim Rahman,45,Win,38–5–2,TD,"8 (12), 1:40","Jun 1, 2002","Boardwalk Hall, Atlantic City, New Jersey, U.S.",Split TD: Rahman sustained eye swelling from an accidental head clash,"39 years, 225 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",John Ruiz,44,Draw,37–5–2,SD,12,"Dec 15, 2001","Foxwoods Resort Casino, Ledyard, Connecticut, U.S.",For WBA heavyweight title,"39 years, 57 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",John Ruiz,43,Loss,37–5–1,UD,12,"Mar 3, 2001","Mandalay Bay Events Center, Paradise, Nevada, U.S.",Lost WBA heavyweight title,"38 years, 135 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",John Ruiz,42,Win,37–4–1,UD,12,"Aug 12, 2000","Paris Las Vegas, Paradise, Nevada, U.S.",Won vacant WBA heavyweight title,"37 years, 298 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",Lennox Lewis,41,Loss,36–4–1,UD,12,"Nov 13, 1999","Thomas & Mack Center, Paradise, Nevada, U.S.",Lost WBA and IBF heavyweight titles; For WBC and vacant IBO heavyweight titles,"37 years, 25 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",Lennox Lewis,40,Draw,36–3–1,SD,12,"Mar 13, 1999","Madison Square Garden, New York City, New York, U.S.",Retained WBA and IBF heavyweight titles; For WBC heavyweight title,"36 years, 145 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",Vaughn Bean,39,Win,36–3,UD,12,"Sep 19, 1998","Georgia Dome, Atlanta, Georgia, U.S.",Retained WBA and IBF heavyweight titles,"35 years, 335 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",Michael Moorer,38,Win,35–3,RTD,"8 (12), 3:00","Nov 8, 1997","Thomas & Mack Center, Paradise, Nevada, U.S.",Retained WBA heavyweight title; Won IBF heavyweight title,"35 years, 20 days",
Evander Holyfield,6 ft 2+1⁄2 in (189 cm)[1],77+1⁄2 in (197 cm)[1],Orthodox,"Cruiserweight
Heavyweight",Mike Tyson,37,Win,34–3,DQ,"3 (12), 3:00","Jun 28, 1997","MGM Grand Garden Arena, Paradise, Nevada, U.S.",Retained WBA heavyweight title; Tyson disqualified for biting,"34 years, 252 days",
